id,num_orders
1197323,337.185
1334064,269.64
1474493,300.23
1452523,339.04
1109460,269.09
1397686,446.845
1436925,341.075
1271835,269.88
1266289,304.155
1172743,383.46
1028916,523.83
1373369,971.48
1159100,922.21
1078309,931.135
1444543,1301.325
1403090,1242.985
1091288,959.07
1357059,1043.775
1258709,1289.48
1016250,912.57
1291439,1352.295
1487991,297.205
1173983,307.195
1455460,193.41
1093777,268.95
1284038,213.6
1398418,230.705
1100317,272.725
1050205,242.045
1355831,161.1
1205352,217.505
1352373,432.04
1145134,375.69
1285247,416.355
1485963,310.16
1410494,349.215
1194947,377.255
1479842,539.39
1141874,415.62
1219813,374.935
1020182,422.535
1083024,566.965
1027186,315.345
1226206,514.35
1193020,261.4
1208269,270.3
1441531,520.02
1201640,535.305
1412072,257.11
1063733,283.945
1196516,256.33
1115748,282.695
1281521,375.225
1451363,547.455
1430974,413.505
1461605,543.92
1248805,398.47
1365062,421.975
1413517,412.61
1079468,644.68
1462434,530.115
1171225,315.39
1113088,435.98
1421572,363.065
1231421,446.43
1155226,428.79
1050090,324.175
1462159,397.19
1262088,357.745
1059783,433.005
1068765,293.105
1221985,395.845
1301321,384.085
1463289,320.84
1275946,427.155
1400875,239.395
1348564,323.805
1273247,466.05
1017611,482.335
1062279,466.74
1237961,375.91
1224992,278.53
1311411,323.77
1058810,433.175
1180280,170.6
1171237,170.315
1345370,291.335
1361205,310.02
1020415,355.41
1490702,415.24
1214923,239.61
1295739,89.935
1371494,135.865
1242910,153.87
1297462,107.285
1408420,148.16
1468795,173.665
1322980,133.78
1278810,127.3
1286425,151.05
1287421,152.035
1117909,320.395
1387886,256.725
1344564,304.585
1155339,298.625
1270105,361.605
1299390,330.21
1402691,271.35
1435663,283.91
1499834,372.76
1185266,406.44
1485491,315.65
1493366,281.695
1244054,265.375
1339975,396.94
1493137,327.565
1482630,348.4
1237519,441.385
1414111,245.815
1290325,278.995
1064432,251.205
1220040,276.7
1275484,157.05
1272211,270.78
1290617,267.26
1321339,257.405
1458201,255.505
1219875,178.0
1085852,176.505
1334748,158.71
1224780,274.44
1198616,270.43
1177611,269.825
1077911,268.59
1305831,239.415
1098936,154.545
1189364,240.745
1495457,263.28
1193672,250.03
1177716,260.4
1125817,203.22
1093651,491.84
1009004,750.545
1447838,484.705
1339194,479.58
1027184,612.095
1366421,505.62
1395557,420.31
1382148,481.285
1066186,491.64
1437787,492.71
1106809,642.365
1318582,923.885
1438968,953.895
1361549,534.325
1057783,433.73
1004386,563.29
1315211,547.545
1428093,986.665
1163409,897.675
1040148,982.015
1460445,600.035
1180058,381.32
1462684,518.57
1138520,364.805
1317061,399.86
1054840,317.54
1438974,423.79
1002774,353.11
1159437,399.71
1089638,435.195
1443523,156.74
1163835,162.57
1494285,229.71
1318970,163.305
1230640,151.21
1350989,176.11
1469698,192.515
1157662,150.49
1365942,157.935
1241167,143.05
1450701,751.84
1224760,707.975
1363494,704.3
1324577,658.655
1491314,688.625
1158272,369.7
1412751,703.405
1112151,704.73
1219827,601.205
1187185,671.7
1257724,388.46
1138065,243.01
1331635,327.82
1089050,442.805
1209677,338.88
1178390,221.34
1232486,363.075
1165663,294.785
1115081,268.625
1294491,374.905
1040703,459.615
1012461,416.32
1431639,648.07
1121810,545.26
1054385,445.74
1106975,538.885
1094087,538.665
1140825,502.61
1340524,630.735
1133545,537.985
1259591,984.55
1327142,1019.76
1249310,1247.255
1337116,1318.48
1426288,895.795
1178106,729.85
1112605,1240.745
1297011,904.195
1015985,890.865
1413327,1231.785
1173972,1188.745
1350644,1051.99
1103990,787.09
1093038,782.69
1435909,934.485
1158632,780.85
1044666,822.015
1022214,861.845
1109852,879.945
1103251,859.295
1113951,186.49
1075058,168.365
1395991,131.065
1060374,179.58
1344988,119.515
1379139,116.63
1216578,120.8
1347909,122.92
1124487,186.585
1314422,134.175
1026962,292.99
1019750,354.64
1052756,287.725
1199363,280.16
1268913,222.645
1301467,205.835
1203194,321.445
1182935,245.05
1163522,289.695
1072037,240.295
1398096,65.025
1094768,86.275
1458256,110.435
1469568,138.99
1042422,82.45
1281477,70.055
1427545,71.14
1398303,69.815
1297500,65.285
1184259,76.185
1359066,391.69
1328835,412.405
1375031,417.68
1180363,588.65
1079995,586.58
1468705,462.405
1041884,583.695
1161571,635.77
1049477,566.14
1363599,378.77
1138175,288.155
1165312,323.76
1419232,322.79
1093243,324.325
1146579,341.61
1250371,296.175
1441494,353.1
1146752,365.87
1427935,372.17
1012377,236.51
1264350,600.84
1169852,590.675
1392031,684.04
1140763,639.03
1359423,684.76
1145373,622.405
1381586,692.805
1486989,612.405
1061075,637.425
1018684,603.46
1165135,194.32
1365978,148.445
1425692,149.675
1352787,179.69
1106798,147.245
1151845,147.67
1446773,155.875
1000259,142.135
1361688,145.515
1339452,169.495
1296483,406.02
1265643,437.115
1243332,432.575
1017985,460.425
1002910,366.595
1214298,415.925
1265634,435.98
1490788,504.785
1054015,410.52
1394286,457.65
1020966,163.805
1210680,142.775
1007010,169.03
1426974,150.51
1167015,167.325
1208134,140.285
1088146,174.8
1384893,157.015
1295493,141.38
1237768,174.735
1134786,795.165
1052017,1045.885
1209585,659.33
1115016,1000.495
1101235,1042.19
1448019,1122.165
1315737,648.83
1039269,1018.05
1436545,824.64
1445418,904.725
1001412,170.455
1389027,180.915
1406711,207.48
1070287,176.98
1084653,377.285
1137633,147.2
1233884,292.68
1315294,147.65
1282318,267.485
1206406,170.92
1245457,403.475
1324576,518.57
1054723,541.465
1240913,633.045
1403942,500.37
1004923,693.49
1429694,399.25
1029910,617.82
1228946,511.635
1119476,483.225
1306935,883.48
1349929,757.1
1391689,862.14
1350008,692.295
1017175,1127.685
1230601,845.795
1353563,670.57
1460117,599.09
1366885,710.94
1096075,1143.57
1117594,613.35
1486028,606.32
1135738,670.18
1222614,554.59
1406377,618.735
1244061,501.08
1003197,483.03
1289790,502.5
1036601,564.36
1050954,601.355
1492614,132.38
1468175,145.455
1127745,193.02
1356109,150.63
1288414,156.975
1186700,156.885
1088403,152.64
1133590,200.16
1155657,218.855
1348738,163.52
1497813,351.67
1094690,296.53
1152196,185.94
1003610,204.965
1479704,667.215
1068127,278.98
1222762,183.765
1324076,422.465
1473003,332.575
1343036,346.79
1255407,432.34
1338733,387.025
1482136,222.13
1147855,349.26
1311799,372.035
1306558,383.895
1494027,454.2
1265348,768.34
1083041,777.395
1003331,447.655
1123214,1175.585
1038791,1213.12
1134852,1193.47
1403461,944.435
1002912,839.385
1089089,1272.79
1082554,512.14
1353572,275.175
1015394,801.79
1320654,1146.18
1108704,292.135
1349640,397.845
1233603,233.7
1240827,183.38
1054033,283.785
1398644,361.635
1303762,347.28
1272724,264.6
1423160,363.745
1055961,284.87
1481640,197.21
1031471,309.33
1241213,158.185
1055152,113.025
1075123,117.39
1365959,151.035
1195304,132.005
1211091,148.63
1373638,595.5
1091949,588.805
1485637,352.31
1214130,336.495
1277790,279.305
1014247,461.045
1415059,307.95
1107132,273.51
1011846,355.44
1036998,305.29
1006386,339.615
1412745,349.095
1375145,610.645
1354719,786.995
1416624,598.26
1162670,768.16
1473999,561.34
1415730,643.585
1070101,754.3
1149110,850.555
1268657,842.245
1125034,830.45
1233869,472.82
1478615,494.12
1081273,519.97
1452584,411.285
1082717,535.95
1009386,440.595
1251805,354.99
1390565,458.29
1301315,440.16
1033019,581.205
1127204,100.385
1454285,179.96
1230213,115.65
1216199,112.225
1338024,115.605
1316220,118.15
1261077,118.55
1499021,188.61
1384202,118.38
1327954,119.58
1139730,904.705
1301842,633.865
1251244,1090.065
1183358,980.505
1059732,878.36
1151274,951.715
1072415,916.995
1469941,565.645
1288037,969.085
1325139,612.975
1101375,982.88
1398435,532.425
1353965,621.075
1183936,846.03
1311911,602.52
1062494,964.25
1410039,597.835
1187463,597.88
1082477,1166.12
1345516,697.865
1022008,565.36
1438700,708.225
1314739,709.985
1316314,711.27
1050661,560.425
1317396,708.975
1179891,618.425
1035233,551.66
1011404,560.495
1306324,687.89
1473058,316.375
1463455,318.82
1248427,190.64
1173141,292.635
1471497,311.94
1455556,271.535
1305973,210.92
1456111,290.755
1311369,247.31
1084924,235.425
1075942,2041.76
1458788,841.49
1108592,2135.94
1091948,2073.73
1028978,2066.5
1480899,997.55
1043364,1031.05
1390783,1193.79
1083460,1059.43
1113545,2238.385
1175098,749.14
1107789,350.53
1472551,648.96
1434395,685.22
1204957,705.98
1066271,420.315
1201647,305.89
1207963,311.535
1224651,332.215
1102821,372.925
1413179,889.755
1064720,831.795
1333985,933.33
1485965,879.455
1045179,1220.725
1034980,960.045
1055582,1050.055
1444798,907.705
1059223,1219.6
1047097,1220.725
1121896,239.33
1093815,242.245
1171798,290.895
1110818,247.535
1368837,155.695
1016415,223.165
1300798,265.63
1093179,239.14
1305192,289.695
1095872,256.835
1000264,284.24
1253533,193.37
1109365,296.735
1492072,184.54
1369989,245.465
1233753,152.785
1113550,219.295
1119683,233.355
1351878,170.525
1143262,213.575
1058344,329.28
1414470,317.345
1252992,270.69
1115685,426.24
1421486,317.28
1320342,382.875
1021911,251.8
1251776,276.125
1165288,509.09
1113019,128.84
1116213,460.63
1044947,490.735
1402049,389.565
1073679,158.115
1088866,444.705
1194180,99.86
1474476,122.795
1049402,466.72
1416839,709.97
1218844,433.57
1170492,457.77
1091303,485.07
1367373,310.28
1241826,438.645
1023270,490.095
1495450,369.135
1383578,536.505
1482218,367.645
1414458,412.275
1306516,495.825
1180610,750.305
1323085,546.805
1212285,648.27
1039279,821.585
1395825,593.845
1386899,643.155
1216036,788.5
1225001,828.31
1196661,521.54
1496261,541.975
1194929,572.19
1209119,512.13
1397954,534.895
1433003,564.185
1306725,519.92
1355897,549.75
1064394,471.21
1299518,520.585
1401228,194.83
1495883,269.0
1186113,275.565
1452283,209.36
1478258,202.395
1197751,271.035
1124970,265.15
1131633,240.235
1414498,178.055
1453888,231.56
1158313,461.375
1100676,457.005
1158135,458.54
1171800,492.64
1026264,381.305
1321385,456.7
1050460,449.55
1146215,474.985
1419175,444.95
1372396,398.64
1432207,198.225
1394210,152.77
1443225,240.74
1342526,84.695
1449114,224.125
1123390,176.67
1247236,123.97
1261392,123.92
1489922,200.39
1401658,108.44
1125250,969.52
1037647,1155.27
1138222,713.555
1266103,1043.155
1003947,1160.33
1348210,622.97
1145349,1100.97
1373036,1032.285
1309199,885.885
1171211,717.19
1402145,519.935
1475657,540.265
1467695,532.53
1147970,389.01
1378850,731.69
1121390,847.085
1237926,900.105
1492615,872.295
1006586,349.4
1000914,349.4
1405281,611.49
1140630,787.605
1179175,779.705
1328240,528.33
1148498,670.0
1444150,680.445
1184976,539.18
1455643,668.03
1054872,632.215
1465520,619.17
1235991,245.57
1357362,165.985
1224648,257.25
1042687,219.585
1435100,177.715
1386731,145.595
1030695,216.075
1254045,189.355
1392602,145.75
1443272,192.675
1147078,70.36
1065907,76.815
1354825,69.025
1177980,86.28
1201164,76.005
1003099,110.645
1002495,108.55
1365578,67.48
1419626,65.595
1195370,62.75
1207458,282.91
1408017,256.235
1090667,602.505
1397788,285.7
1227739,336.7
1362484,274.06
1097531,551.5
1082537,623.1
1484097,353.725
1325444,309.47
1276142,399.19
1333143,313.94
1487777,434.57
1395108,222.79
1042584,310.265
1274476,333.23
1055703,306.105
1247424,258.77
1302516,294.76
1171030,324.935
1266519,714.49
1137275,1482.185
1266254,1544.795
1125205,1353.73
1282243,717.265
1265496,1564.225
1269069,1574.39
1421700,1435.075
1095834,1511.91
1175473,1530.55
1299709,106.155
1454164,95.15
1068339,157.255
1131994,121.785
1452032,101.495
1268214,65.93
1261241,102.68
1209168,94.995
1106716,148.605
1104690,147.265
1117544,395.21
1417850,437.77
1211259,465.585
1431972,441.365
1475506,473.915
1409045,399.39
1410758,437.465
1368841,491.145
1409653,428.24
1251129,495.31
1199822,544.375
1306963,493.255
1352289,298.98
1487534,485.24
1043614,435.86
1388656,390.9
1464836,400.2
1072381,475.0
1388909,390.9
1280894,816.575
1356370,78.925
1245069,52.685
1295639,69.36
1305904,70.13
1292177,70.505
1317384,72.315
1121211,55.21
1021640,54.02
1210569,54.69
1442046,90.105
1131692,361.63
1325899,326.22
1035806,345.555
1192752,337.335
1154621,352.265
1105567,362.875
1351561,288.885
1284314,318.55
1119425,360.47
1071315,364.595
1053700,317.285
1196897,253.91
1100864,276.72
1095250,299.65
1314012,309.525
1177213,288.595
1312239,290.765
1371943,306.39
1269951,291.5
1124463,271.03
1171380,1009.33
1257945,1050.005
1164850,939.345
1317829,1267.365
1494403,1209.015
1372964,971.48
1028254,882.935
1394819,1000.345
1239193,1229.96
1466747,1208.515
1460540,190.91
1109530,316.7
1140660,236.835
1015607,527.915
1039868,275.095
1179336,192.585
1156949,254.81
1416864,219.035
1229607,230.325
1488828,220.615
1243030,397.42
1342622,406.805
1474891,334.94
1107378,546.485
1120819,438.67
1195282,369.33
1335120,444.065
1377332,397.24
1318602,375.05
1106208,387.79
1496726,693.15
1040688,553.04
1359566,234.825
1322847,471.265
1419205,251.35
1376392,503.49
1471555,499.315
1157631,525.9
1446675,303.62
1171196,275.995
1353589,404.23
1083761,417.08
1017978,441.56
1204607,373.185
1179263,360.995
1287664,367.33
1101142,326.535
1259598,404.15
1403541,397.375
1101243,320.335
1235681,449.1
1473044,482.895
1165704,429.205
1327609,421.42
1382591,363.12
1258870,431.97
1340640,420.425
1165396,430.035
1460743,393.65
1210591,333.02
1428233,235.18
1094909,474.39
1332634,342.565
1226462,397.785
1022245,507.2
1082397,460.67
1136816,374.635
1478736,334.7
1468754,322.465
1392549,275.445
1268353,377.065
1295313,350.24
1086365,446.72
1072664,485.925
1271325,440.18
1468915,387.5
1396555,289.4
1082289,490.595
1471863,381.155
1288038,355.515
1009685,137.07
1103790,122.86
1081466,141.15
1067689,181.135
1320892,133.78
1425915,152.125
1265570,126.585
1117394,125.445
1131780,147.44
1242389,116.12
1214618,337.82
1364865,228.755
1133180,330.615
1008164,273.305
1166614,308.27
1204365,316.15
1426744,224.4
1145434,310.285
1302570,350.875
1158968,302.355
1104767,415.5
1331057,408.225
1203291,456.245
1325692,193.545
1200019,202.5
1101366,205.84
1410252,247.025
1412366,209.41
1491157,331.57
1445037,242.56
1332387,161.86
1146755,174.81
1125510,318.87
1468793,151.83
1474894,265.84
1246237,172.315
1468989,151.83
1264726,161.375
1023588,286.53
1119975,210.75
1296989,278.86
1256467,290.73
1478418,236.165
1141172,194.995
1237197,275.77
1215871,245.315
1015109,282.785
1173440,259.235
1115717,270.865
1112711,504.27
1374089,486.56
1118795,486.74
1140639,506.88
1083175,544.6
1492620,509.82
1175595,546.515
1381389,474.17
1252196,480.645
1125403,511.735
1353415,483.46
1460235,970.715
1445553,955.57
1447369,975.52
1028990,976.41
1184922,533.795
1153898,917.91
1198610,1000.465
1079437,514.96
1472394,500.28
1448306,520.595
1419811,414.355
1265062,419.055
1425904,175.68
1125938,349.645
1202900,170.08
1095568,372.965
1300715,390.7
1376035,447.87
1247963,410.15
1242874,142.375
1077197,155.695
1127975,163.175
1230110,149.395
1166412,160.89
1066808,144.555
1470409,156.22
1342442,172.145
1139563,170.63
1003833,172.045
1119729,715.46
1178379,736.84
1168706,363.785
1171672,613.4
1432899,701.31
1268541,681.36
1006145,759.56
1441960,704.24
1183895,611.46
1460906,651.765
1466648,312.985
1217089,313.155
1275462,510.745
1461365,347.865
1159522,248.18
1442492,291.5
1426884,313.22
1223006,322.035
1257596,388.39
1313402,380.495
1009276,394.32
1355967,651.005
1439212,650.38
1145363,505.55
1001921,458.945
1159863,506.14
1347974,650.88
1012491,416.725
1373298,622.875
1355523,649.405
1167271,781.11
1393728,1110.62
1109152,855.075
1366322,1404.68
1101391,1219.575
1478799,842.9
1215120,1111.035
1428408,896.33
1100774,863.97
1495413,912.835
1026093,636.285
1185453,785.855
1315380,1171.51
1413823,917.07
1010266,690.085
1091121,735.7
1126295,1016.66
1322521,1413.29
1345620,1339.615
1273456,746.94
1095435,177.905
1323949,159.42
1395799,114.805
1145737,124.03
1238384,135.43
1042036,161.255
1351219,140.57
1085203,150.405
1371386,146.255
1219723,134.45
1003254,296.495
1467189,268.445
1391034,202.06
1402736,315.085
1359141,225.345
1385854,197.04
1364965,257.78
1323652,287.995
1488422,198.42
1426492,196.465
1494166,104.47
1425078,68.185
1280912,71.895
1101451,88.06
1102535,97.13
1192441,72.725
1095607,82.69
1367089,66.105
1159398,72.775
1234591,72.275
1191706,487.285
1131459,758.345
1336230,434.415
1425283,403.125
1320850,431.33
1057220,655.06
1490464,499.275
1245748,372.465
1433608,441.395
1027214,597.98
1105308,289.135
1107240,297.055
1387470,267.295
1184143,339.135
1072620,264.995
1460051,382.45
1111278,338.62
1442651,257.71
1409134,382.22
1051968,274.07
1121765,577.56
1154015,626.73
1193249,640.3
1025216,606.935
1487129,612.405
1132636,606.15
1011414,607.045
1368489,692.26
1369233,713.14
1458746,501.455
1280129,138.57
1114886,145.49
1163765,162.335
1406367,146.225
1142814,174.855
1294699,127.825
1379642,168.13
1244589,144.985
1100387,138.195
1323102,150.65
1159992,363.11
1349938,476.465
1440017,431.155
1021112,480.64
1087316,365.81
1382875,525.53
1223460,432.925
1140043,344.37
1358812,472.185
1384056,395.685
1470747,175.49
1410454,150.645
1329627,141.27
1053569,163.785
1098179,163.39
1489281,137.22
1230739,169.875
1117763,170.51
1016076,164.095
1020937,166.185
1008071,1017.06
1351714,813.06
1278748,897.645
1033118,845.215
1432496,884.875
1231141,1121.5
1026727,956.25
1077204,1100.835
1438728,905.975
1424161,804.47
1495114,121.265
1438706,190.145
1352093,148.26
1422053,192.505
1332317,148.84
1178329,152.39
1467909,143.335
1347977,148.8
1445235,209.82
1365395,148.625
1467164,303.17
1164908,465.885
1182446,437.865
1393856,394.4
1161200,604.45
1242357,636.285
1344145,380.86
1430031,501.615
1193698,632.785
1449017,379.325
1399041,723.055
1185779,1203.47
1055011,1110.485
1080864,1300.94
1247741,782.585
1041516,1146.78
1157213,866.995
1168450,850.05
1392666,855.995
1024666,1092.93
1246456,499.225
1213389,590.805
1011038,516.125
1403857,551.04
1377782,578.39
1354740,538.955
1195560,540.79
1000845,491.425
1188391,656.66
1310969,459.07
1203473,198.465
1052376,141.99
1275300,157.64
1168517,135.02
1164780,204.365
1412431,145.37
1215826,194.2
1198539,207.045
1281207,165.3
1400789,141.555
1008981,460.15
1480916,341.33
1174520,168.02
1408456,293.675
1103391,277.935
1108102,297.83
1108547,294.375
1238197,437.645
1043675,283.37
1268656,217.695
1462608,329.155
1418346,382.605
1491979,437.005
1407308,174.225
1010422,402.415
1108134,339.755
1224076,328.4
1140817,335.925
1025411,366.025
1403656,318.235
1161630,1173.645
1021993,878.875
1179517,1220.905
1332254,1150.9
1319159,1212.605
1356974,1181.755
1290939,351.925
1401750,261.295
1064767,1275.82
1070383,1275.82
1029294,285.26
1013001,261.015
1081183,298.6
1485036,360.065
1256807,263.52
1203716,364.825
1414123,310.445
1250749,222.345
1434042,305.31
1048122,310.94
1317164,195.48
1404058,207.705
1099698,116.025
1225205,287.955
1120109,112.915
1317198,195.48
1485133,120.905
1011810,303.705
1212950,520.105
1022775,529.885
1039889,397.48
1347952,316.525
1129722,330.705
1023285,420.475
1330789,283.69
1334275,293.01
1183235,330.275
1278095,355.0
1161492,304.57
1189870,380.675
1232446,696.535
1381352,870.925
1168965,759.895
1300191,753.135
1391636,806.685
1475935,531.53
1413562,600.155
1129712,733.335
1181753,791.495
1094992,792.755
1466568,503.215
1429643,460.795
1301120,508.21
1377778,462.35
1271409,466.945
1168372,527.22
1469059,537.045
1067430,510.43
1155421,508.965
1136593,499.565
1212707,116.795
1313597,120.285
1412241,114.655
1115056,966.26
1292390,784.455
1166952,1031.19
1384513,613.59
1093599,994.26
1367894,581.22
1119869,953.325
1070129,864.875
1394194,648.0
1002435,911.515
1400016,549.535
1371135,689.915
1386866,633.95
1263387,527.925
1316202,665.265
1238695,557.255
1269164,560.76
1212464,518.8
1458850,520.155
1164926,1006.725
1138248,607.665
1490626,632.465
1281487,675.575
1082441,520.635
1482938,606.94
1184923,615.895
1326973,706.7
1192047,621.385
1267180,627.05
1246324,827.795
1186964,294.175
1202630,284.215
1269934,274.72
1339581,193.785
1436109,285.69
1101500,245.15
1023599,234.71
1442172,304.48
1157371,257.095
1109804,990.365
1054832,1069.685
1352123,995.535
1423856,935.33
1435666,940.085
1354480,1120.45
1246275,1108.32
1336436,1008.795
1432832,978.37
1165254,869.92
1066074,396.79
1040567,468.785
1033848,473.595
1060668,428.215
1364029,266.0
1062630,430.375
1094506,455.55
1358659,289.41
1465329,381.705
1440816,280.26
1379869,1073.98
1364543,685.03
1209429,787.23
1336922,915.56
1184984,975.105
1033802,1261.315
1102254,900.62
1069100,806.055
1251110,728.76
1422931,826.71
1004866,313.46
1174471,292.515
1499724,291.725
1303018,257.515
1484881,279.435
1336482,243.26
1263568,278.53
1014154,221.655
1145983,228.55
1329014,251.515
1016463,340.8
1014561,279.745
1023254,170.135
1261641,78.325
1242929,164.25
1066835,92.89
1084108,118.49
1273171,187.185
1310686,140.19
1429564,147.455
1417277,298.065
1206235,318.99
1105979,401.175
1299770,280.91
1472997,298.74
1247176,278.2
1035903,334.54
1016929,281.245
1100790,288.325
1479035,291.685
1081099,404.4
1242607,441.265
1495219,336.295
1401482,398.38
1318810,405.485
1400541,333.695
1024895,474.755
1046431,491.75
1068378,504.24
1431933,372.755
1172788,457.77
1393553,625.345
1035358,424.275
1299647,454.89
1272919,519.52
1334372,334.845
1159056,456.205
1302378,455.91
1190534,391.21
1011587,485.405
1105486,826.985
1495174,313.12
1004376,655.54
1320784,552.43
1489187,306.55
1318303,550.785
1481749,291.815
1216902,696.11
1184723,782.935
1226502,659.9
1072688,152.325
1082037,162.15
1248088,545.835
1240215,549.475
1140940,504.955
1372767,547.085
1319511,527.74
1163430,512.57
1024275,633.915
1176115,523.38
1493372,198.93
1015693,173.59
1397319,217.46
1361853,320.85
1037616,390.18
1069003,184.545
1429561,202.895
1379641,202.37
1380619,270.265
1305515,253.135
1326014,463.425
1363993,466.505
1065978,492.98
1124674,472.13
1031580,363.69
1076145,454.89
1062552,423.575
1043014,412.685
1219837,435.53
1496028,559.225
1067574,68.63
1025091,71.775
1153270,165.76
1394193,51.64
1142889,100.2
1158789,85.4
1287972,119.305
1206482,98.485
1212175,84.17
1016096,164.965
1049986,774.44
1058080,1116.865
1385476,1026.49
1197433,1140.155
1157667,714.665
1462354,1110.395
1447886,1209.595
1414248,711.99
1071904,853.105
1233401,1083.83
1205618,372.94
1156440,375.21
1069575,829.375
1049835,654.22
1208125,867.13
1092107,818.495
1246248,752.75
1200152,878.415
1183897,841.64
1391457,746.515
1184133,593.835
1460544,564.615
1232535,646.275
1479916,592.12
